LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,LT,LO,Latitude,Longitude
LB-99296,AMRHEIN'S INCORPORATED,AMRHEIN'S,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) MUST BE STAFFED AT ALL TIMES  3.) 11:00 P.M. CLOSING,80 84 WEST BROADWAY; 61 A STREET EMERGENCY EXIT - IN THREE ROOMS  KITCHEN FIRST FLOOR  BASEMENT FOR STOCK AND TO INCLUDE (2) OUTDOOR SEASONAL PATIOS FROM MAY - OCTOBER FOR 48 PATRONS BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.  SIDEWALK PORTION OF PATIO IS ON DPW LAND.,2013-11-20,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,220,AMRHEIN'S INCORPORATED,NULL,80,84,W Broadway ST,South Boston,MA,02127,"(0.0, 0.0)",42.341839,-71.055108,42.341839,-71.05510
LB-99298,"FLAHERTY, INC.",THE CORNERSTONE,,16 18 West Broadway  rear entrance to cellar for stock; rear emergency exit; in three rooms and kitchen on the first floor; cellar for stock.  Capacity breakdown: 181 - dining; 65 - standing; 16 - seated.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,262,"FLAHERTY, INC.",(617)268-7158,16,18,W Broadway ,South Boston,MA,02127,"(0.0, 0.0)",42.342579,-71.056669,42.342579,-71.05666
LB-99300,"BATTERY PARK LOUNGE AND RESTAURANT GROUP, LLC",BATTERY PARK BAR & LOUNGE,PATIO OPERATING HOURS ARE: 10:00 AM - 2:00 AM.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR WITH STORAGE IN REAR  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM MARCH - NOVEMBER FOR 110 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 10:00 A.M. - 2:00 A.M.,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,159,"BATTERY PARK LOUNGE AND RESTAURANT GROUP, LLC",NULL,33,35,  BATTERYMARCH ST,Boston,MA,02109,"(0.0, 0.0)",42.357385,-71.054103,42.357385,-71.05410
LB-99301,"PIER 50, LLC",COMMITTEE,NONE,OPEN DINING AND BAR AREA IN ONE ROOM +/- 310 SQUARE FEET; PRIVATE DINING AREA LOCATED IN THE REAR +/- 201 SQUARE FEET; KITCHEN AND STORAGE TO THE LEFT OF MAIN ENTRANCE.  OUTDOOR BAR AND PATIO SEATING FOR 8 PATRONS AT THE BAR AND 79 PATRONS AT TABLES ON PRIVATE PROPERTY +/- 1 145 SQUARE FEET; PATIO,2013-12-01,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,0,"PIER 50, LLC",(617)792-4407,50,,  Northern AV,Boston,MA,02210,"(0.0, 0.0)",42.35343,-71.0462,42.35343,-71.046
LB-99305,"DK ASSOCIATES, LLC",WORDEN HALL,NONE,Approximately 4 450 square feet for a full service restaurant to include: dining rooms  bathrooms  kitchen  prep  storage  office  walk-in cooler  all on one floor-ground floor of building.  And to include an outdoor seasonal patio on public property for 16 patrons with a 11:00 PM closing.,2013-11-27,2016-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,181,"DK ASSOCIATES, LLC",(202)905-5269,22,26,W Broadway ,South Boston,MA,02127,"(0.0, 0.0)",42.342578,-71.056668,42.342578,-71.05666
LB-99307,"PARIS ENTERTAINMENT, INC.",KAZE SHABU SHABU,NONE,In one room on first floor; One room and office with kitchen on the 2nd. floor; Basement for stock  Separated interior stairway in rear for emergency exit.  Capacity breakdown: 1st fl - 90; 2nd fl - 102.,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,192,"PARIS ENTERTAINMENT, INC.",NULL,1,,  Harrison AV,Boston,MA,02111,"(0.0, 0.0)",42.352357,-71.061554,42.352357,-71.06155
LB-99315,"BOSTON BEVERAGES SERVICES, INC.",BATTERY WHARF HOTEL BOSTON WATERFRONT,CONDITIONS: OUTDOOR PATIO IS ONLY APPROVED AT BUILDING #3. PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE STAFFED AT ALL TIMES 3.) OPERATING HOURS OF 11:00 AM TO 11:00 PM.,IN WHOLE OF SAID BUILDINGS NO. 2  3  4 & 5.  INCLUDES AN OUTDOOR PATIO ON PRIVATE PROPERTY AT BUILDING 3 WITH A TOTAL OF 86 SEATS.,2013-11-27,2016-12-31,Active,INNAL,Inn. All Alc.,NULL,11:00 PM,11:30 PM,0,"BOSTON BEVERAGES SERVICES, INC.",(617)733-9022,3,,  Battery WH,Boston,MA,02109,"(0.0, 0.0)",42.366062,-71.048291,42.366062,-71.04829
LB-99318,"SOUTH END MOVERS, INC.",B.K. PUB,,One room and kitchen first floor  cellar for stock and office.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,38,"SOUTH END MOVERS, INC.",NULL,4272,,  Washington ST,Roslindale,MA,02131,"(0.0, 0.0)",42.285104,-71.129396,42.285104,-71.12939
LB-99319,"ARCUS GROUP, INC.",PETIT ROBERT CENTRAL,,In one room and lounge on the second floor with kitchen  stock in rear. with 2:00 A.M. Restriction.  Capacity breakdown: 283 seated; 42 standing.,2013-11-14,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,325,"ARCUS GROUP, INC.",NULL,101,,Arch St,Boston,MA,02110,"(0.0, 0.0)",42.354974,-71.058804,42.354974,-71.05880
LB-99321,"SB & G, INC.",PORTER'S BAR AND GRILL,THE BOARD GRANTED PERMISSION TO BEGIN FOOD AND ALCOHOL SERVICE AT 11:00 AM TO SERVE PATRONS FOR A 1:00 PM CELTICS GAME.,In one room with kitchen  entrance on Portland Street; exits into the building.,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,90,"SB & G, INC.",NULL,179,,  Portland ST,Boston,MA,02114,"(0.0, 0.0)",42.364396,-71.061738,42.364396,-71.06173
LB-99322,"PAINTED BURRO TEMPLE, LLC",PAINTED BURRO,NONE,In one room on first floor with main entrance on Temple Place and emergency exit in rear; in one room on lower level with kitchen  restrooms  storage and office  and emergency exit at rear.  With a 2:00 AM closing hour.,2013-12-01,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,51,Painted Burro Temple L L C,(617)776-0005,35,,  Temple PL,Boston,MA,02111,"(0.0, 0.0)",42.355133,-71.062137,42.355133,-71.06213
LB-99323,"J. J. FOLEY'S FIRESIDE TAVERN, INC.",FOLEY'S FIRESIDE TAVERN,,Rear unnumbered entrance from parking lot; in one room and kitchen on first floor; basement for stock.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,"J. J. FOLEY'S FIRESIDE TAVERN, INC.",NULL,30,,Hyde Park Av,Jamaica Plain,MA,02130,"(0.0, 0.0)",42.299186,-71.113803,42.299186,-71.11380
LB-99329,"REBEL RESTAURANTS, INC.",REMY'S/TEMAZCAL,OUTDOOR PATIO'S OPERATING HOURS: 11:00 AM - 2:00 AM.,IN TWO ROOMS ON FIRST FLOOR; KITCHEN AND STORAGE IN BACK AND TO INCLUDE A YEAR-ROUND PATIO ON PRIVATE PROPERTY FOR 140 PATRONS. REMY'S CAPACITY: 299; TEMAZCAL'S CAPACITY: 240.,2013-11-20,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,539,"REBEL RESTAURANTS, INC.",NULL,240,,  SEAPORT BLVD,Boston,MA,02210,"(0.0, 0.0)",42.349174,-71.039554,42.349174,-71.03955
LB-99335,"MAYASOL, INC.",SOL AZTECA,1.Alcohol served with food only. 2. Alcohol with food only on patio. 3. 10:00 P.M. closing hour on patio.,Three rooms  kitchen and three stock rooms in basement  and to include an outdoor sidewalk cafe at 912-914a Beacon Street  with a seating capacity of thirty-four (34) .,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,118,"MAYASOL, INC.",NULL,912,,  Beacon ST,Boston,MA,02215,"(0.0, 0.0)",42.346633,-71.106141,42.346633,-71.10614
LB-99336,"J.J. FOLEY'S GRILL, INC.",J.J. FOLEY'S,1. To Open at 10:00 A.M. for Food and 11:00 A.M. on Sundays for the sale of Alcoholic Beverages with Brunch.,In one large room on the first floor with an enlarged kitchen area; one room on Mezzanine level; one large room in basement for stock.  Capacity breakdown: dining room - 134; bar - 85.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,219,"J.J. FOLEY'S GRILL, INC.",NULL,21,,  Kingston ST,Boston,MA,02111,"(0.0, 0.0)",42.353816,-71.059171,42.353816,-71.05917
LB-99342,BOSTON RESTAURANT PARTNERS LLC,THE PLACE,SEASONAL PATIO OPERATINGHOURS ARE 11:00 AM - MIDNIGHT.,IN TWO ROOMS AND KITCHEN ON FIRST FLOOR  AND A PORTABLE BAR. CELLAR FOR STOCK  AND MAIN ENTRANCE ON BROAD STREET. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 40 PATRONS ON BROAD STREET (CITY PROPERTY) BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT.  CAPACITY BREAKDOWN: 308 MAIN ROOM; 42 VIP ROOM - NO M,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,350,BOSTON RESTAURANT PARTNERS LLC,NULL,1,,  India ST,Boston,MA,02109,"(0.0, 0.0)",42.358969,-71.054184,42.358969,-71.05418
LB-99344,"SHANNON TAVERN, INC.",SHANNON TAVERN,NONE,Bulkhead entrance to cellar from yard in rear for stock; in two rooms on first floor; cellar for stock.,2013-11-15,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,45,"SHANNON TAVERN, INC.",NULL,558,,E Third St,South Boston,MA,02127,"(0.0, 0.0)",42.336482,-71.037323,42.336482,-71.03732
LB-99350,FRANK PEZZANO,U'SARRACENO RESTAURANT,Service of Food until 4 A.M.  ONLY,One room on Basement Level - One room on Sreet Level and Kitchen - Storage in Basement Leve.  Capacity breakdown: 1st fl - 42; basement - 40.,2013-11-18,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,82,FRANK PEZZANO,NULL,286,,  Hanover ST,Boston,MA,02113,"(0.0, 0.0)",42.363987,-71.054522,42.363987,-71.05452
LB-99353,"NEW PETE'S, LLC",BRANDY PETE'S,NO DRINKS TO BE CONSUMED IN LOBBY AREA.  CAPACITY BREAKDOWN: 1ST FLOOR - 207  MEZZANINE - 124,IN ONE ROOM  OUTDOOR SEATING ON THE FRANKLIN STREET  SIDE  KITCHEN AND STORAGE ROOM ON 1ST FLOOR; A PORTION OF THE LOBBY  OUTSIDE SEATING 1ST FLOOR; 1 ROOM & STORAGE ROOM MEZZ.LEVEL.  Capacity breakdown: 1st fl - 207; mezzanine - 124.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,331,"NEW PETE'S, LLC",NULL,267,,  Franklin ST,Boston,MA,02110,"(0.0, 0.0)",42.356518,-71.05322,42.356518,-71.0532
LB-99357,DECIBEL ENTERPRISES LLC,dbar,* Open at 10:00 AM for service of foods only and service of alcoholic with brunch at 11:00 AM on Sunday.   * No patrons shall  be admitted after 12:30 Midnight.  PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS  2.) 11:00 PM CLOSING HOUR  3.) TO BE STAFFED AT ALL TIMES,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND TO INCLUDE AN OUTDOOR PATIO FOR 40 PATRONS ON PRIVATE PROPERTY.  Capacity breakdown: 180 inside  40 outside.,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,180,DECIBEL ENTERPRISES LLC,NULL,1238,1242,  Dorchester AV,Dorchester,MA,02125,"(0.0, 0.0)",42.308402,-71.058039,42.308402,-71.05803
LB-99358,"STEPHANIE ASSOCIATES, INC.",STEPHANIE ASSOCIATES,A.) Midnight Closing Hour: Sunday through Wednesday B.)1:00 a.m. Closing Hour: Thursday/Friday/Saturday - no patrons admitted after Midnight  all patrons off premises by 1:00a.m.  food to be available at all times. 1. Alcoholic beverages served at tables only in conjunction with food 2. Trash Stored in a Locked Dumpster 3.  Patio to Close at 11:00 P.M. 4.  Bar seating not to exceed 18 patrons (+ 5 sofa or chair seats),188-190-192 NEWBURY STREET  BOSTON  MA 02116 - IN TWO ROOMS AND KITCHEN ON FIRST FLOOR  IN ONE ROOM AND STORAGE ON MEZZANINE LEVEL. Capacity breakdown: mezzanine seating - 36; inside seating - 144; bar seating - 26; waiting area - 9; patio seating - 80.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,295,"STEPHANIE ASSOCIATES, INC.",NULL,188,190,  Newbury ST,Boston,MA,02116,"(0.0, 0.0)",42.350399,-71.079513,42.350399,-71.07951
LB-99360,"CALLAN HOSPITALITY,INC.",THE LITTLEST BAR,,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT. (CAPACITY: 60 SEATED AND 60 STANDING.),2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,120,"CALLAN HOSPITALITY,INC.",NULL,102,,  Broad ST,Boston,MA,02110,"(0.0, 0.0)",42.357421,-71.052154,42.357421,-71.05215
LB-99363,"C.O. RESTAURANT GROUP, LLC",VANDERBILT,NONE,IN ONE ROOM AND KITCHEN FIRST FLOOR; IN ONE ROOM AND STORAGE IN BASEMENT.  CAPACITY BREAKDOWN: GROUND LEVEL - 240  LOWER LEVEL - 40 (20 STANDING  20 SEATING).,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,280,"C.O. RESTAURANT GROUP, LLC",NULL,105,,  Water ST,Boston,MA,02109,"(0.0, 0.0)",42.357999,-71.054552,42.357999,-71.05455
LB-99365,"CLARENDON RESTAURANT, LLC",POST 390,NONE,ON TWO FLOORS; FIRST FLOOR EXHIBITION KITCHEN  BAR AND RESTAURANT SEATING FOR 117 PATRONS; 2ND FLOOR EXHIBITION KITCHEN  BAR AND PRIVATE DINING WITH SEATING FOR 243 PATRONS AND STORAGE AREA.  CAPACITY BREAKDOWN: 1 ST FL - 117 (78 SEATED  39 STANDING); 2ND FL - 243 (192 SEATED  51 STANDING).,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,360,"CLARENDON RESTAURANT, LLC",NULL,406,,  Stuart ST,Boston,MA,02116,"(0.0, 0.0)",42.348731,-71.074652,42.348731,-71.07465
LB-99368,"THE K'S, INC.",SISSY K'S,,In one room on the first floor  one room on the second floor  and basement for stockroom  kitchen and office.  Capacity breakdown: 1st fl - 80; 2nd fl - 96.,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,176,"THE K'S, INC.",NULL,6,,  Commercial ST,Boston,MA,02109,"(0.0, 0.0)",42.359584,-71.05378,42.359584,-71.0537
LB-99375,"ZESKER, INC.",THE TIMES,1.  Patio to close at 11:00 P.M.,In one room on first floor with kitchen  one room in basement  with food prep area  storage in basement with exit in rear; also  seasonal outdoor patio on the ground floor.  Capacity restriction inside - no more than 11 standing.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,114,"ZESKER, INC.",NULL,112,,  Broad ST,Boston,MA,02110,"(0.0, 0.0)",42.35736,-71.052017,42.35736,-71.05201
LB-99377,"BOYLSTON STREET BAR & RESTAURANT GROUP, LLC",SWEET CAROLINE'S RESTAURANT & BAR,1:00 A.M. CLOSING: SUNDAY - WEDNESDAY 2:00 A.M. CLOSING: THURSDAY/FRIDAY/SATURDAY,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR; ONE ROOM ON LOWER LEVEL; AND TO INCLUDE AN ANNUAL OUTDOOR PATIO FOR 24 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  RESTAURANT/BAR/LOUNGE/PATIO :311 DINING ROOM: 27 PERSONS LOUNGE: 24 PERSONS BAR/DINING ROO,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,311,"BOYLSTON STREET BAR & RESTAURANT GROUP, LLC",NULL,1260,,  Boylston ST,Boston,MA,02215,"(0.0, 0.0)",42.344758,-71.095919,42.344758,-71.09591
LB-99380,THE OCCUPANCY CORP.,ZOCALO COCINA MEXICANA,PATIO CONDITIONS:  1.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY. 2.) ENTIRE PATIO TO BE STAFFED AT ALL TIMES. 3.) 11:00 P.M. CLOSING HOUR ON THE PATIO. 4.) PUBLIC IMPROVEMENT COMMISSION APPROVED FOR 46 SEATS.,IN ONE ROOM ON THE FIRST FLOOR DINING ROOM AND KITCHEN; ONE FUNCTION ROOM/LOUNGE PREP KITCHEN  STORAGE ROOM AND STOCKROOM IN LOWER LEVEL WITH AN OUTDOOR SEASONAL PATIO FOR 46 PATRONS FROM APRIL THROUGH OCTOBER.  Capacity breakdown: basement - 64 (19 seated  45 standing); ground fl - 102 (46 seated ,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,166,THE OCCUPANCY CORP.,NULL,35,,Stanhope St,Boston,MA,02116,"(0.0, 0.0)",42.348483,-71.073134,42.348483,-71.07313
LB-99381,"L.L. & A, INC.",EL KIOSKO RESTAURANT,1.) KITCHEN TO BE OPEN UNTIL MIDNIGHT.,In two rooms used for dining and bar area  kitchen and storage on the first floor; office & storage in basement.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,99,"L.L. & A, INC.",NULL,972,974,  Saratoga ST,East Boston,MA,02128,"(0.0, 0.0)",42.3871,-71.007597,42.3871,-71.00759
LB-99383,"GEPPETTO, LLC",VIA MATTA,PATIO CONDITIONS: A) HOURS 11:30 A.M. - 11:00 P.M.; B) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD; andC) PATIO TO BE STAFFED AT ALL TIMES.,STORAGE AND FOUR ROOMS ON THE GROUND FLOOR USED FOR A BAR  A DINING AREA  BASEMENT SPACE USED FOR KITCHEN  OFFICE AND RESTROOMS ALSO TO INCLUDE AN OUTDOOR CAFE TO OPERATE FROM MAY THROUGH SEPTEMBER FOR FORTY PATRONS.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,190,"GEPPETTO, LLC",NULL,91,,  Park PZ,Boston,MA,02116,"(0.0, 0.0)",42.351226,-71.070143,42.351226,-71.07014
LB-99385,"DFD RESTAURANT GROUP, LLC","RISTORANTE TOSCANO, INC.",1. Alcohlic Beverages to be sold only with meals. 2. Alcoholic Beverages not to be sold in conjunction with live entertainment. 3. No outside Advertising of alcohol. 4. Service bar only  dining counter permitted.,In two rooms on ground floor with kitchen  storage and prep area in basement.,2013-11-15,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,138,"DFD RESTAURANT GROUP, LLC",NULL,41,,  Charles ST,Boston,MA,02114,"(0.0, 0.0)",42.35732,-71.070027,42.35732,-71.07002
LB-99387,WAHLBURGERS FENWAY LLC,WAHLBURGERS,NONE,ON FIRST FLOOR IN ONE ROOM; BAR AND DINING AREAS  KITCHEN AND STORAGE IN REAR OF BUILDING.  OUTDOOR ANNUAL PATIO ON PRIVATE PROPERTY WITH SEATING FOR 84 PATRONS AND A 1:00 AM CLOSING HOUR. PAUL J. WAHLBERG  MANAGER. WITH A 2:00 A.M. CLOSING HOUR.,2013-11-21,2016-12-31,Active,CV7AL,CV7 All Alc.,NULL,NULL,2:30 AM,100,WAHLBURGERS FENWAY LLC,NULL,132,,  Brookline AV,Boston,MA,02215,"(0.0, 0.0)",42.345065,-71.100462,42.345065,-71.10046
LB-99396,"COLUMBUS FISH AND OYSTER, LLC",OSTRA,CONDITIONS AS AGREED WITH BVNA: 12:30 A.M. CLOSING HOUR 1.) RATIO OF BAR STOOLS TO DINING TABLE SEATS SHALL NOT EXCEED ONE (1) TO EIGHT (8). 2.) LICENSEE SHALL PROVIDE THAT AT ALL TIMES WHEN ALCOHOL IS SERVED  A FULL BREAKFAST  LUNCH OR DINNER MENU SHALL BE MADE AVAILABLE IN ALL AREAS WHERE ALCOHOL IS SERVED. 3.) LICENSEE HAS ENTERED INTO AND SIGNED AN AGREEMENT WITH THE BAY VILLAGE NEIGHBORHOOD ASSOCIATION. SAID AGREEMENT IS HEREBY INCORPORATED BY REFERENCE.,FOUR ROOMS ON FIRST FLOOR WITH MAIN DINING  BAR  AND KITCHEN AREA  PRIVATE DINING AND STORAGE TO INCLUDE OUTDOOR SEASONAL DINING FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 48 PATRONS.  ONE CHARLES STREET SOUTH  BOSTON  MA  02116,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:30 AM,1:00 AM,323,"COLUMBUS FISH AND OYSTER, LLC",NULL,1,,  Charles Street South  ,Boston,MA,02116,"(0.0, 0.0)",42.351309,-71.067346,42.351309,-71.06734
LB-99397,"CUISINE DE ASIA, INC.",BILLY TSE RESTAURANT,,IN TWO ROOMS ON THE FIRST FLOOR  BASEMENT FOR STOCK; AND TO INCLUDE A SEASONAL SIDEWALK CAFE FOR 20 PATRONS ON PUBLIC PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT,2013-11-12,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,90,"CUISINE DE ASIA, INC.",NULL,240,,  Commercial ST,Boston,MA,02109,"(0.0, 0.0)",42.363856,-71.051445,42.363856,-71.05144
LB-99402,MCCORMICK & SCHMICK RESTAURANT CORP.,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,NONE,MAIN ENTRANCE ON GROUND FLOOR IN TWO ROOMS FOR DINING  ONE WITH BAR  AND KITCHEN; WITH SEASONAL OUTDOOR PATIO.  ON SECOND FLOOR IN TWO ROOMS FOR DINING  SERVICE BAR; IN BASEMENT IN ONE ROOM FOR DINING  AND KITCHEN STORAGE AND OFFICE.  Capacity breakdown: basement - 67; ground fl - 117; 2nd fl - 112.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,296,MCCORMICK & SCHMICK RESTAURANT CORP.,NULL,300,,Faneuil Hall Marketplace ,Boston,MA,02109,"(0.0, 0.0)",42.366062,-71.048291,42.366062,-71.04829
LB-99407,"UVM.,INC.",BIDDY EARLY'S,,REAR EMERGENCY EXIT; IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR  CELLAR FOR STOCK.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,57,"UVM.,INC.",NULL,141,,  Pearl ST,Boston,MA,02110,"(0.0, 0.0)",42.354744,-71.053579,42.354744,-71.05357
LB-99416,K & G Entertainment LLC,SIDEBAR,NONE,TWO ROOMS AND KITCHEN ON THE FIRST FLOOR (APPROX. 1 855 SQ. FT.) CELLAR FOR STOCK AND OFFICE (APPROX. 1 800 SQ. FT.) FRONT AND REAR EXITS FOR EMERGENCY. CAPACITY BREAKDOWN: 62 @ PUB SIDE; 48 @ SIDE BAR.,2013-12-02,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,110,K & G ENTERTAINMENT LLC,NULL,14,16,  Bromfield ST,Boston,MA,02108,"(0.0, 0.0)",42.356599,-71.060004,42.356599,-71.06000
LB-99418,"IRISH PUB, INC.",ERIE PUB,NONE,REAR OF 791 ADAMS STREET FOR STOCK; REAR ENTRANCE AND BULKHEAD TO CELLAR ON 795 ADAMS STREET FOR STOCK; IN ONE ROOM ON THE FIRST FLOOR  CELLAR FOR STOCK.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,101,"Irish Pub, Inc.",NULL,795,,  Adams ST,Dorchester,MA,02124,"(0.0, 0.0)",42.283059,-71.056093,42.283059,-71.05609
LB-99421,"MADRA MOR, INC.",ARC,1.Contact number of management to be given to the neighborhood. 2. Doors closed at all times and windows closed after 9:00 PM during hours of operations. 3. Monday thru  Wedesday to close at 1:00 A.M. and Thursday thru Sunday to close at 2:00 A.M.  5. Food to be served until closing.,Emergency exit in rear  in two rooms  kitchen & stockroom on first floor.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,350,"MADRA MOR, INC.",NULL,835,839,  Beacon ST,Boston,MA,02215,"(0.0, 0.0)",42.346911,-71.102872,42.346911,-71.10287
LB-99428,"BOSTON URBAN HOSPITALITY, INC.",BOSTON CHOPS,(CAPACITY BREAKDOWN: 170 PERSONS: 22-PERSONS BAR STOOLS; 28- PERSONS BAR TABLES  CHAIRS; 120-PERSONS DINING TABLE  CHAIRS.) THE BOARD GRANTED PERMISSION TO OPEN AND SERVE ALCOHOLIC BEVERAGES ON SUNDAYS AT 10:00 A.M. AS PART OF THEIR REGULAR BRUNCH SERVICE.,5160 SQUARE FEET IN 2 ROOMS ON GROUND FLOOR; FRONT ROOM FOR DINING AND BAR WITH KITCHEN IN BACK ROOM.  MAIN ENTRANCE AND EMERGENCY EXITS ON WASHINGTON STREET; AND INCLUDING SEASONAL OUTDOOR PATIO WITH 29 SEATS ON CITY SIDEWALK AREA BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M. SUNDAY & MONDAY & 11:00,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,170,"BOSTON URBAN HOSPITALITY, INC.",NULL,1375,,  Washington ST,Roxbury,MA,02118,"(0.0, 0.0)",42.341606,-71.069585,42.341606,-71.06958
LB-99435,BALTARY CORP.,CLOCK TAVERN,NONE,342 WEST BROADWAY AND REAR ENTRANCE LEADING FROM PASSAGEWAY FOR STOCK; IN ONE ROOM ON FIRST FLOOR WITH KITCHEN; CELLAR FOR STOCK.,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,90,BALTARY CORP.,NULL,342,,W Broadway ,South Boston,MA,02127,"(0.0, 0.0)",42.338345,-71.04968,42.338345,-71.0496
